id,title,description,intent,keywords,sample_questions,status
dich_vu__vay__prob_7,Tôi muốn tất toán toàn bộ khoản vay qua app được không?,Thông tin chi tiết về tôi muốn tất toán toàn bộ khoản vay qua app được không trong dịch vụ Vay trên ứng dụng VNPT Money,toi_muon_tat_toan_toan_bo_khoan_vay_qua_app_duoc_khong,"Vay,tất,toán,toàn,bộ,khoản,qua,app",Tôi muốn tất toán toàn bộ khoản vay qua app được không?|Tôi muốn hỏi về tôi muốn tất toán toàn bộ khoản vay qua app được không|Tôi muốn tất toán toàn bộ khoản vay qua app được không trong dịch vụ Vay?,active
dich_vu__mirae_asset__prob_1,Hướng dẫn sử dụng dịch vụ Mirae Asset,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ mirae asset trong dịch vụ Mirae Asset trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_mirae_asset,"Mirae Asset,Hướng,dẫn,sử,dụng,Mirae,Asset",Hướng dẫn sử dụng dịch vụ Mirae Asset?|Làm sao để sử dụng dịch vụ mirae asset?|Cách sử dụng dịch vụ mirae asset trên VNPT Money?,active
dich_vu__mirae_asset__prob_2,Kiểm tra lịch sử giao dịch Mirae Asset,Thông tin chi tiết về kiểm tra lịch sử giao dịch mirae asset trong dịch vụ Mirae Asset trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_mirae_asset,"Mirae Asset,Kiểm,tra,lịch,sử,giao,Mirae,Asset",Kiểm tra lịch sử giao dịch Mirae Asset?|Xem lịch sử giao dịch mirae asset ở đâu?|Tra cứu lịch sử giao dịch mirae asset?,active
dich_vu__mirae_asset__prob_3,Lỗi thanh toán Mirae Asset bị treo,Thông tin chi tiết về lỗi thanh toán mirae asset bị treo trong dịch vụ Mirae Asset trên ứng dụng VNPT Money,loi_thanh_toan_mirae_asset_bi_treo,"Mirae Asset,Lỗi,thanh,toán,Mirae,Asset,treo","Lỗi thanh toán Mirae Asset bị treo?|Tôi gặp tình huống lỗi thanh toán mirae asset bị treo, phải làm sao?|Xử lý khi Mirae Asset bị lỗi?",active
dich_vu__mirae_asset__prob_4,Dịch vụ Mirae Asset hỗ trợ nguồn tiền nào?,Thông tin chi tiết về dịch vụ mirae asset hỗ trợ nguồn tiền nào trong dịch vụ Mirae Asset trên ứng dụng VNPT Money,dich_vu_mirae_asset_ho_tro_nguon_tien_nao,"Mirae Asset,Mirae,Asset,hỗ,trợ,nguồn,tiền",Dịch vụ Mirae Asset hỗ trợ nguồn tiền nào?|Tôi muốn hỏi về dịch vụ mirae asset hỗ trợ nguồn tiền nào|Dịch vụ Mirae Asset hỗ trợ nguồn tiền nào trong dịch vụ Mirae Asset?,active
dich_vu__mirae_asset__prob_5,Tra cứu khoản vay Mirae Asset bằng CMND cũ hay CCCD mới?,Thông tin chi tiết về tra cứu khoản vay mirae asset bằng cmnd cũ hay cccd mới trong dịch vụ Mirae Asset trên ứng dụng VNPT Money,tra_cuu_khoan_vay_mirae_asset_bang_cmnd_cu_hay_cccd_moi,"Mirae Asset,Tra,cứu,khoản,vay,Mirae,Asset,bằng,CMND,cũ",Tra cứu khoản vay Mirae Asset bằng CMND cũ hay CCCD mới?|Tôi muốn hỏi về tra cứu khoản vay mirae asset bằng cmnd cũ hay cccd mới|Tra cứu khoản vay Mirae Asset bằng CMND cũ hay CCCD mới trong dịch vụ Mirae Asset?,active
dich_vu__mirae_asset__prob_6,Mirae Asset có thu phí thu hộ khi thanh toán qua VNPT Money không?,Thông tin chi tiết về mirae asset có thu phí thu hộ khi thanh toán qua vnpt money không trong dịch vụ Mirae Asset trên ứng dụng VNPT Money,mirae_asset_co_thu_phi_thu_ho_khi_thanh_toan_qua_vnpt_money_khong,"Mirae Asset,Mirae,Asset,thu,phí,hộ,thanh,toán,qua,VNPT",Mirae Asset có thu phí thu hộ khi thanh toán qua VNPT Money không?|Tôi muốn hỏi về mirae asset có thu phí thu hộ khi thanh toán qua vnpt money không|Mirae Asset có thu phí thu hộ khi thanh toán qua VNPT Money không trong dịch vụ Mirae Asset?,active
dich_vu__mirae_asset__prob_7,Thời hạn gạch nợ của Mirae Asset?,Thông tin chi tiết về thời hạn gạch nợ của mirae asset trong dịch vụ Mirae Asset trên ứng dụng VNPT Money,thoi_han_gach_no_cua_mirae_asset,"Mirae Asset,Thời,hạn,gạch,nợ,Mirae,Asset",Thời hạn gạch nợ của Mirae Asset?|Tôi muốn hỏi về thời hạn gạch nợ của mirae asset|Thời hạn gạch nợ của Mirae Asset trong dịch vụ Mirae Asset?,active
dich_vu__bao_hiem_vietinbank__prob_1,Mua bảo hiểm trên VNPT Money có được nhận hợp đồng giấy không?,Thông tin chi tiết về mua bảo hiểm trên vnpt money có được nhận hợp đồng giấy không trong dịch vụ Bảo hiểm VietinBank trên ứng dụng VNPT Money,mua_bao_hiem_tren_vnpt_money_co_duoc_nhan_hop_dong_giay_khong,"Bảo hiểm VietinBank,Mua,bảo,hiểm,VNPT,Money,nhận,hợp,đồng,giấy",Mua bảo hiểm trên VNPT Money có được nhận hợp đồng giấy không?|Tôi muốn hỏi về mua bảo hiểm trên vnpt money có được nhận hợp đồng giấy không|Mua bảo hiểm trên VNPT Money có được nhận hợp đồng giấy không trong dịch vụ Bảo hiểm VietinBank?,active
dich_vu__bao_hiem_vietinbank__prob_2,Quy trình bồi thường bảo hiểm,Thông tin chi tiết về quy trình bồi thường bảo hiểm trong dịch vụ Bảo hiểm VietinBank trên ứng dụng VNPT Money,quy_trinh_boi_thuong_bao_hiem,"Bảo hiểm VietinBank,Quy,trình,bồi,thường,bảo,hiểm",Quy trình bồi thường bảo hiểm?|Tôi muốn hỏi về quy trình bồi thường bảo hiểm|Quy trình bồi thường bảo hiểm trong dịch vụ Bảo hiểm VietinBank?,active
dich_vu__bao_hiem_vietinbank__prob_3,Cách tra cứu hợp đồng bảo hiểm đã mua,Thông tin chi tiết về cách tra cứu hợp đồng bảo hiểm đã mua trong dịch vụ Bảo hiểm VietinBank trên ứng dụng VNPT Money,cach_tra_cuu_hop_dong_bao_hiem_da_mua,"Bảo hiểm VietinBank,tra,cứu,hợp,đồng,bảo,hiểm,mua",Cách tra cứu hợp đồng bảo hiểm đã mua?|Tôi muốn hỏi về cách tra cứu hợp đồng bảo hiểm đã mua|Cách tra cứu hợp đồng bảo hiểm đã mua trong dịch vụ Bảo hiểm VietinBank?,active
dich_vu__bao_hiem_vietinbank__prob_4,Thanh toán phí bảo hiểm định kỳ,Thông tin chi tiết về thanh toán phí bảo hiểm định kỳ trong dịch vụ Bảo hiểm VietinBank trên ứng dụng VNPT Money,thanh_toan_phi_bao_hiem_dinh_ky,"Bảo hiểm VietinBank,Thanh,toán,phí,bảo,hiểm,định,kỳ",Thanh toán phí bảo hiểm định kỳ?|Tôi muốn hỏi về thanh toán phí bảo hiểm định kỳ|Thanh toán phí bảo hiểm định kỳ trong dịch vụ Bảo hiểm VietinBank?,active
dich_vu__msb_credit__prob_1,Hướng dẫn thanh toán khoản vay tiêu dùng,Thông tin chi tiết về hướng dẫn thanh toán khoản vay tiêu dùng trong dịch vụ MSB Credit trên ứng dụng VNPT Money,huong_dan_thanh_toan_khoan_vay_tieu_dung,"MSB Credit,Hướng,dẫn,thanh,toán,khoản,vay,tiêu,dùng",Hướng dẫn thanh toán khoản vay tiêu dùng?|Làm sao để thanh toán khoản vay tiêu dùng?|Cách thanh toán khoản vay tiêu dùng trên VNPT Money?,active
dich_vu__msb_credit__prob_2,Thanh toán vay bao lâu thì được gạch nợ?,Thông tin chi tiết về thanh toán vay bao lâu thì được gạch nợ trong dịch vụ MSB Credit trên ứng dụng VNPT Money,thanh_toan_vay_bao_lau_thi_duoc_gach_no,"MSB Credit,Thanh,toán,vay,lâu,gạch,nợ",Thanh toán vay bao lâu thì được gạch nợ?|Tôi muốn hỏi về thanh toán vay bao lâu thì được gạch nợ|Thanh toán vay bao lâu thì được gạch nợ trong dịch vụ MSB Credit?,active
dich_vu__msb_credit__prob_3,Nhập sai số hợp đồng vay có lấy lại tiền được không?,Thông tin chi tiết về nhập sai số hợp đồng vay có lấy lại tiền được không trong dịch vụ MSB Credit trên ứng dụng VNPT Money,nhap_sai_so_hop_dong_vay_co_lay_lai_tien_duoc_khong,"MSB Credit,Nhập,sai,số,hợp,đồng,vay,lấy,lại,tiền",Nhập sai số hợp đồng vay có lấy lại tiền được không?|Tôi muốn hỏi về nhập sai số hợp đồng vay có lấy lại tiền được không|Nhập sai số hợp đồng vay có lấy lại tiền được không trong dịch vụ MSB Credit?,active
dich_vu__msb_credit__prob_4,Phí thanh toán vay tiêu dùng,Thông tin chi tiết về phí thanh toán vay tiêu dùng trong dịch vụ MSB Credit trên ứng dụng VNPT Money,phi_thanh_toan_vay_tieu_dung,"MSB Credit,Phí,thanh,toán,vay,tiêu,dùng",Phí thanh toán vay tiêu dùng?|Tôi muốn hỏi về phí thanh toán vay tiêu dùng|Phí thanh toán vay tiêu dùng trong dịch vụ MSB Credit?,active
dich_vu__fe_credit__prob_1,Hướng dẫn thanh toán khoản vay tiêu dùng,Thông tin chi tiết về hướng dẫn thanh toán khoản vay tiêu dùng trong dịch vụ FE Credit trên ứng dụng VNPT Money,huong_dan_thanh_toan_khoan_vay_tieu_dung,"FE Credit,Hướng,dẫn,thanh,toán,khoản,vay,tiêu,dùng",Hướng dẫn thanh toán khoản vay tiêu dùng?|Làm sao để thanh toán khoản vay tiêu dùng?|Cách thanh toán khoản vay tiêu dùng trên VNPT Money?,active
dich_vu__fe_credit__prob_2,Thanh toán vay bao lâu thì được gạch nợ?,Thông tin chi tiết về thanh toán vay bao lâu thì được gạch nợ trong dịch vụ FE Credit trên ứng dụng VNPT Money,thanh_toan_vay_bao_lau_thi_duoc_gach_no,"FE Credit,Thanh,toán,vay,lâu,gạch,nợ",Thanh toán vay bao lâu thì được gạch nợ?|Tôi muốn hỏi về thanh toán vay bao lâu thì được gạch nợ|Thanh toán vay bao lâu thì được gạch nợ trong dịch vụ FE Credit?,active
dich_vu__fe_credit__prob_3,Nhập sai số hợp đồng vay có lấy lại tiền được không?,Thông tin chi tiết về nhập sai số hợp đồng vay có lấy lại tiền được không trong dịch vụ FE Credit trên ứng dụng VNPT Money,nhap_sai_so_hop_dong_vay_co_lay_lai_tien_duoc_khong,"FE Credit,Nhập,sai,số,hợp,đồng,vay,lấy,lại,tiền",Nhập sai số hợp đồng vay có lấy lại tiền được không?|Tôi muốn hỏi về nhập sai số hợp đồng vay có lấy lại tiền được không|Nhập sai số hợp đồng vay có lấy lại tiền được không trong dịch vụ FE Credit?,active
dich_vu__fe_credit__prob_4,Phí thanh toán vay tiêu dùng,Thông tin chi tiết về phí thanh toán vay tiêu dùng trong dịch vụ FE Credit trên ứng dụng VNPT Money,phi_thanh_toan_vay_tieu_dung,"FE Credit,Phí,thanh,toán,vay,tiêu,dùng",Phí thanh toán vay tiêu dùng?|Tôi muốn hỏi về phí thanh toán vay tiêu dùng|Phí thanh toán vay tiêu dùng trong dịch vụ FE Credit?,active
dich_vu__aeon_finance__prob_1,Hướng dẫn sử dụng dịch vụ AEON Finance,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ aeon finance trong dịch vụ AEON Finance trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_aeon_finance,"AEON Finance,Hướng,dẫn,sử,dụng,AEON,Finance",Hướng dẫn sử dụng dịch vụ AEON Finance?|Làm sao để sử dụng dịch vụ aeon finance?|Cách sử dụng dịch vụ aeon finance trên VNPT Money?,active
dich_vu__aeon_finance__prob_2,Kiểm tra lịch sử giao dịch AEON Finance,Thông tin chi tiết về kiểm tra lịch sử giao dịch aeon finance trong dịch vụ AEON Finance trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_aeon_finance,"AEON Finance,Kiểm,tra,lịch,sử,giao,AEON,Finance",Kiểm tra lịch sử giao dịch AEON Finance?|Xem lịch sử giao dịch aeon finance ở đâu?|Tra cứu lịch sử giao dịch aeon finance?,active
dich_vu__aeon_finance__prob_3,Lỗi thanh toán AEON Finance bị treo,Thông tin chi tiết về lỗi thanh toán aeon finance bị treo trong dịch vụ AEON Finance trên ứng dụng VNPT Money,loi_thanh_toan_aeon_finance_bi_treo,"AEON Finance,Lỗi,thanh,toán,AEON,Finance,treo","Lỗi thanh toán AEON Finance bị treo?|Tôi gặp tình huống lỗi thanh toán aeon finance bị treo, phải làm sao?|Xử lý khi AEON Finance bị lỗi?",active
dich_vu__aeon_finance__prob_4,Dịch vụ AEON Finance hỗ trợ nguồn tiền nào?,Thông tin chi tiết về dịch vụ aeon finance hỗ trợ nguồn tiền nào trong dịch vụ AEON Finance trên ứng dụng VNPT Money,dich_vu_aeon_finance_ho_tro_nguon_tien_nao,"AEON Finance,AEON,Finance,hỗ,trợ,nguồn,tiền",Dịch vụ AEON Finance hỗ trợ nguồn tiền nào?|Tôi muốn hỏi về dịch vụ aeon finance hỗ trợ nguồn tiền nào|Dịch vụ AEON Finance hỗ trợ nguồn tiền nào trong dịch vụ AEON Finance?,active
dich_vu__aeon_finance__prob_5,Tôi nhập số hợp đồng AEON nhưng báo không tồn tại?,Thông tin chi tiết về tôi nhập số hợp đồng aeon nhưng báo không tồn tại trong dịch vụ AEON Finance trên ứng dụng VNPT Money,toi_nhap_so_hop_dong_aeon_nhung_bao_khong_ton_tai,"AEON Finance,nhập,số,hợp,đồng,AEON,báo,tồn",Tôi nhập số hợp đồng AEON nhưng báo không tồn tại?|Tôi muốn hỏi về tôi nhập số hợp đồng aeon nhưng báo không tồn tại|Tôi nhập số hợp đồng AEON nhưng báo không tồn tại trong dịch vụ AEON Finance?,active
dich_vu__aeon_finance__prob_6,Có thể thanh toán thẻ tín dụng AEON qua mục này không?,Thông tin chi tiết về có thể thanh toán thẻ tín dụng aeon qua mục này không trong dịch vụ AEON Finance trên ứng dụng VNPT Money,co_the_thanh_toan_the_tin_dung_aeon_qua_muc_nay_khong,"AEON Finance,thanh,toán,thẻ,tín,dụng,AEON,qua,mục",Có thể thanh toán thẻ tín dụng AEON qua mục này không?|Tôi muốn hỏi về có thể thanh toán thẻ tín dụng aeon qua mục này không|Có thể thanh toán thẻ tín dụng AEON qua mục này không trong dịch vụ AEON Finance?,active
dich_vu__aeon_finance__prob_7,Thanh toán AEON Finance xong có tin nhắn xác nhận không?,Thông tin chi tiết về thanh toán aeon finance xong có tin nhắn xác nhận không trong dịch vụ AEON Finance trên ứng dụng VNPT Money,thanh_toan_aeon_finance_xong_co_tin_nhan_xac_nhan_khong,"AEON Finance,Thanh,toán,AEON,Finance,xong,tin,nhắn,xác,nhận",Thanh toán AEON Finance xong có tin nhắn xác nhận không?|Tôi muốn hỏi về thanh toán aeon finance xong có tin nhắn xác nhận không|Thanh toán AEON Finance xong có tin nhắn xác nhận không trong dịch vụ AEON Finance?,active
dich_vu__tiet_kiem_online__prob_1,Hướng dẫn sử dụng dịch vụ Tiết kiệm Online,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ tiết kiệm online trong dịch vụ Tiết kiệm Online trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_tiet_kiem_online,"Tiết kiệm Online,Hướng,dẫn,sử,dụng,Tiết,kiệm,Online",Hướng dẫn sử dụng dịch vụ Tiết kiệm Online?|Làm sao để sử dụng dịch vụ tiết kiệm online?|Cách sử dụng dịch vụ tiết kiệm online trên VNPT Money?,active
dich_vu__tiet_kiem_online__prob_2,Kiểm tra lịch sử giao dịch Tiết kiệm Online,Thông tin chi tiết về kiểm tra lịch sử giao dịch tiết kiệm online trong dịch vụ Tiết kiệm Online trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_tiet_kiem_online,"Tiết kiệm Online,Kiểm,tra,lịch,sử,giao,Tiết,kiệm,Online",Kiểm tra lịch sử giao dịch Tiết kiệm Online?|Xem lịch sử giao dịch tiết kiệm online ở đâu?|Tra cứu lịch sử giao dịch tiết kiệm online?,active
dich_vu__tiet_kiem_online__prob_3,Lỗi thanh toán Tiết kiệm Online bị treo,Thông tin chi tiết về lỗi thanh toán tiết kiệm online bị treo trong dịch vụ Tiết kiệm Online trên ứng dụng VNPT Money,loi_thanh_toan_tiet_kiem_online_bi_treo,"Tiết kiệm Online,Lỗi,thanh,toán,Tiết,kiệm,Online,treo","Lỗi thanh toán Tiết kiệm Online bị treo?|Tôi gặp tình huống lỗi thanh toán tiết kiệm online bị treo, phải làm sao?|Xử lý khi Tiết kiệm Online bị lỗi?",active
dich_vu__tiet_kiem_online__prob_4,Dịch vụ Tiết kiệm Online hỗ trợ nguồn tiền nào?,Thông tin chi tiết về dịch vụ tiết kiệm online hỗ trợ nguồn tiền nào trong dịch vụ Tiết kiệm Online trên ứng dụng VNPT Money,dich_vu_tiet_kiem_online_ho_tro_nguon_tien_nao,"Tiết kiệm Online,Tiết,kiệm,Online,hỗ,trợ,nguồn,tiền",Dịch vụ Tiết kiệm Online hỗ trợ nguồn tiền nào?|Tôi muốn hỏi về dịch vụ tiết kiệm online hỗ trợ nguồn tiền nào|Dịch vụ Tiết kiệm Online hỗ trợ nguồn tiền nào trong dịch vụ Tiết kiệm Online?,active
dich_vu__tiet_kiem_online__prob_5,Gửi tiết kiệm trên VNPT Money có an toàn như tại quầy không?,Thông tin chi tiết về gửi tiết kiệm trên vnpt money có an toàn như tại quầy không trong dịch vụ Tiết kiệm Online trên ứng dụng VNPT Money,gui_tiet_kiem_tren_vnpt_money_co_an_toan_nhu_tai_quay_khong,"Tiết kiệm Online,Gửi,tiết,kiệm,VNPT,Money,an,toàn,quầy",Gửi tiết kiệm trên VNPT Money có an toàn như tại quầy không?|Tôi muốn hỏi về gửi tiết kiệm trên vnpt money có an toàn như tại quầy không|Gửi tiết kiệm trên VNPT Money có an toàn như tại quầy không trong dịch vụ Tiết kiệm Online?,active
dich_vu__tiet_kiem_online__prob_6,Tất toán sổ tiết kiệm online trước hạn có bị mất lãi không?,Thông tin chi tiết về tất toán sổ tiết kiệm online trước hạn có bị mất lãi không trong dịch vụ Tiết kiệm Online trên ứng dụng VNPT Money,tat_toan_so_tiet_kiem_online_truoc_han_co_bi_mat_lai_khong,"Tiết kiệm Online,Tất,toán,sổ,tiết,kiệm,online,trước,hạn,mất",Tất toán sổ tiết kiệm online trước hạn có bị mất lãi không?|Tôi muốn hỏi về tất toán sổ tiết kiệm online trước hạn có bị mất lãi không|Tất toán sổ tiết kiệm online trước hạn có bị mất lãi không trong dịch vụ Tiết kiệm Online?,active
dich_vu__tiet_kiem_online__prob_7,Tôi có thể dùng nguồn tiền Mobile Money để gửi tiết kiệm không?,Thông tin chi tiết về tôi có thể dùng nguồn tiền mobile money để gửi tiết kiệm không trong dịch vụ Tiết kiệm Online trên ứng dụng VNPT Money,toi_co_the_dung_nguon_tien_mobile_money_de_gui_tiet_kiem_khong,"Tiết kiệm Online,dùng,nguồn,tiền,Mobile,Money,gửi,tiết,kiệm",Tôi có thể dùng nguồn tiền Mobile Money để gửi tiết kiệm không?|Tôi muốn hỏi về tôi có thể dùng nguồn tiền mobile money để gửi tiết kiệm không|Tôi có thể dùng nguồn tiền Mobile Money để gửi tiết kiệm không trong dịch vụ Tiết kiệm Online?,active
dich_vu__hoa_don_tai_chinh_bao_hiem__prob_1,Mua bảo hiểm trên VNPT Money có được nhận hợp đồng giấy không?,Thông tin chi tiết về mua bảo hiểm trên vnpt money có được nhận hợp đồng giấy không trong dịch vụ Hóa đơn Tài chính Bảo hiểm trên ứng dụng VNPT Money,mua_bao_hiem_tren_vnpt_money_co_duoc_nhan_hop_dong_giay_khong,"Hóa đơn Tài chính Bảo hiểm,Mua,bảo,hiểm,VNPT,Money,nhận,hợp,đồng,giấy",Mua bảo hiểm trên VNPT Money có được nhận hợp đồng giấy không?|Tôi muốn hỏi về mua bảo hiểm trên vnpt money có được nhận hợp đồng giấy không|Mua bảo hiểm trên VNPT Money có được nhận hợp đồng giấy không trong dịch vụ Hóa đơn Tài chính Bảo hiểm?,active
dich_vu__hoa_don_tai_chinh_bao_hiem__prob_2,Quy trình bồi thường bảo hiểm,Thông tin chi tiết về quy trình bồi thường bảo hiểm trong dịch vụ Hóa đơn Tài chính Bảo hiểm trên ứng dụng VNPT Money,quy_trinh_boi_thuong_bao_hiem,"Hóa đơn Tài chính Bảo hiểm,Quy,trình,bồi,thường,bảo,hiểm",Quy trình bồi thường bảo hiểm?|Tôi muốn hỏi về quy trình bồi thường bảo hiểm|Quy trình bồi thường bảo hiểm trong dịch vụ Hóa đơn Tài chính Bảo hiểm?,active
dich_vu__hoa_don_tai_chinh_bao_hiem__prob_3,Cách tra cứu hợp đồng bảo hiểm đã mua,Thông tin chi tiết về cách tra cứu hợp đồng bảo hiểm đã mua trong dịch vụ Hóa đơn Tài chính Bảo hiểm trên ứng dụng VNPT Money,cach_tra_cuu_hop_dong_bao_hiem_da_mua,"Hóa đơn Tài chính Bảo hiểm,tra,cứu,hợp,đồng,bảo,hiểm,mua",Cách tra cứu hợp đồng bảo hiểm đã mua?|Tôi muốn hỏi về cách tra cứu hợp đồng bảo hiểm đã mua|Cách tra cứu hợp đồng bảo hiểm đã mua trong dịch vụ Hóa đơn Tài chính Bảo hiểm?,active
dich_vu__hoa_don_tai_chinh_bao_hiem__prob_4,Thanh toán phí bảo hiểm định kỳ,Thông tin chi tiết về thanh toán phí bảo hiểm định kỳ trong dịch vụ Hóa đơn Tài chính Bảo hiểm trên ứng dụng VNPT Money,thanh_toan_phi_bao_hiem_dinh_ky,"Hóa đơn Tài chính Bảo hiểm,Thanh,toán,phí,bảo,hiểm,định,kỳ",Thanh toán phí bảo hiểm định kỳ?|Tôi muốn hỏi về thanh toán phí bảo hiểm định kỳ|Thanh toán phí bảo hiểm định kỳ trong dịch vụ Hóa đơn Tài chính Bảo hiểm?,active
dich_vu__manulife__prob_1,Hướng dẫn sử dụng dịch vụ Manulife,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ manulife trong dịch vụ Manulife trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_manulife,"Hướng,dẫn,sử,dụng,Manulife",Hướng dẫn sử dụng dịch vụ Manulife?|Làm sao để sử dụng dịch vụ manulife?|Cách sử dụng dịch vụ manulife trên VNPT Money?,active
dich_vu__manulife__prob_2,Kiểm tra lịch sử giao dịch Manulife,Thông tin chi tiết về kiểm tra lịch sử giao dịch manulife trong dịch vụ Manulife trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_manulife,"Kiểm,tra,lịch,sử,giao,Manulife",Kiểm tra lịch sử giao dịch Manulife?|Xem lịch sử giao dịch manulife ở đâu?|Tra cứu lịch sử giao dịch manulife?,active
dich_vu__manulife__prob_3,Lỗi thanh toán Manulife bị treo,Thông tin chi tiết về lỗi thanh toán manulife bị treo trong dịch vụ Manulife trên ứng dụng VNPT Money,loi_thanh_toan_manulife_bi_treo,"Lỗi,thanh,toán,Manulife,treo","Lỗi thanh toán Manulife bị treo?|Tôi gặp tình huống lỗi thanh toán manulife bị treo, phải làm sao?|Xử lý khi Manulife bị lỗi?",active
dich_vu__manulife__prob_4,Dịch vụ Manulife hỗ trợ nguồn tiền nào?,Thông tin chi tiết về dịch vụ manulife hỗ trợ nguồn tiền nào trong dịch vụ Manulife trên ứng dụng VNPT Money,dich_vu_manulife_ho_tro_nguon_tien_nao,"Manulife,hỗ,trợ,nguồn,tiền",Dịch vụ Manulife hỗ trợ nguồn tiền nào?|Tôi muốn hỏi về dịch vụ manulife hỗ trợ nguồn tiền nào|Dịch vụ Manulife hỗ trợ nguồn tiền nào trong dịch vụ Manulife?,active
dich_vu__manulife__prob_5,"Tôi đóng phí bảo hiểm Manulife bị sai số hợp đồng, xử lý sao?","Thông tin chi tiết về tôi đóng phí bảo hiểm manulife bị sai số hợp đồng, xử lý sao trong dịch vụ Manulife trên ứng dụng VNPT Money",toi_dong_phi_bao_hiem_manulife_bi_sai_so_hop_dong_xu_ly_sao,"đóng,phí,bảo,hiểm,Manulife,sai,số,hợp,đồng,xử","Tôi đóng phí bảo hiểm Manulife bị sai số hợp đồng, xử lý sao?|Tôi muốn hỏi về tôi đóng phí bảo hiểm manulife bị sai số hợp đồng, xử lý sao|Tôi đóng phí bảo hiểm Manulife bị sai số hợp đồng, xử lý sao trong dịch vụ Manulife?",active
dich_vu__manulife__prob_6,Có thể đóng phí bảo hiểm Manulife bằng thẻ tín dụng trên VNPT Money không?,Thông tin chi tiết về có thể đóng phí bảo hiểm manulife bằng thẻ tín dụng trên vnpt money không trong dịch vụ Manulife trên ứng dụng VNPT Money,co_the_dong_phi_bao_hiem_manulife_bang_the_tin_dung_tren_vnpt_money_khong,"đóng,phí,bảo,hiểm,Manulife,bằng,thẻ,tín,dụng,VNPT",Có thể đóng phí bảo hiểm Manulife bằng thẻ tín dụng trên VNPT Money không?|Tôi muốn hỏi về có thể đóng phí bảo hiểm manulife bằng thẻ tín dụng trên vnpt money không|Có thể đóng phí bảo hiểm Manulife bằng thẻ tín dụng trên VNPT Money không trong dịch vụ Manulife?,active
dich_vu__manulife__prob_7,Biên lai thanh toán phí bảo hiểm có được dùng để khấu trừ thuế TNCN không?,Thông tin chi tiết về biên lai thanh toán phí bảo hiểm có được dùng để khấu trừ thuế tncn không trong dịch vụ Manulife trên ứng dụng VNPT Money,bien_lai_thanh_toan_phi_bao_hiem_co_duoc_dung_de_khau_tru_thue_tncn_khong,"Manulife,Biên,lai,thanh,toán,phí,bảo,hiểm,dùng,khấu",Biên lai thanh toán phí bảo hiểm có được dùng để khấu trừ thuế TNCN không?|Tôi muốn hỏi về biên lai thanh toán phí bảo hiểm có được dùng để khấu trừ thuế tncn không|Biên lai thanh toán phí bảo hiểm có được dùng để khấu trừ thuế TNCN không trong dịch vụ Manulife?,active
dich_vu__cong_dich_vu_cong__prob_1,Hướng dẫn sử dụng dịch vụ Cổng dịch vụ công,Thông tin chi tiết về hướng dẫn sử dụng dịch vụ cổng dịch vụ công trong dịch vụ Cổng dịch vụ công trên ứng dụng VNPT Money,huong_dan_su_dung_dich_vu_cong_dich_vu_cong,"Cổng dịch vụ công,Hướng,dẫn,sử,dụng,Cổng,công",Hướng dẫn sử dụng dịch vụ Cổng dịch vụ công?|Làm sao để sử dụng dịch vụ cổng dịch vụ công?|Cách sử dụng dịch vụ cổng dịch vụ công trên VNPT Money?,active
dich_vu__cong_dich_vu_cong__prob_2,Kiểm tra lịch sử giao dịch Cổng dịch vụ công,Thông tin chi tiết về kiểm tra lịch sử giao dịch cổng dịch vụ công trong dịch vụ Cổng dịch vụ công trên ứng dụng VNPT Money,kiem_tra_lich_su_giao_dich_cong_dich_vu_cong,"Cổng dịch vụ công,Kiểm,tra,lịch,sử,giao,Cổng,công",Kiểm tra lịch sử giao dịch Cổng dịch vụ công?|Xem lịch sử giao dịch cổng dịch vụ công ở đâu?|Tra cứu lịch sử giao dịch cổng dịch vụ công?,active
dich_vu__cong_dich_vu_cong__prob_3,Lỗi thanh toán Cổng dịch vụ công bị treo,Thông tin chi tiết về lỗi thanh toán cổng dịch vụ công bị treo trong dịch vụ Cổng dịch vụ công trên ứng dụng VNPT Money,loi_thanh_toan_cong_dich_vu_cong_bi_treo,"Cổng dịch vụ công,Lỗi,thanh,toán,Cổng,công,treo","Lỗi thanh toán Cổng dịch vụ công bị treo?|Tôi gặp tình huống lỗi thanh toán cổng dịch vụ công bị treo, phải làm sao?|Xử lý khi Cổng dịch vụ công bị lỗi?",active
